DJCO,Daily Journal Corp. (S.C.),204.24,$282M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
SENEA,Seneca Foods Corp.,28.75,$283.07M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
TPB,"Turning Point Brands, Inc.",15.03,$283.24M,2016,Consumer Non-Durables,Tobacco,http://www.nasdaq.com/symbol/tpb
USDP,USD Partners LP,10.75,$283.35M,2014,Transportation,Railroads,http://www.nasdaq.com/symbol/usdp
WEYS,"Weyco Group, Inc.",27.32,$284.24M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/weys
ZIXI,Zix Corporation,5.15,$284.39M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/zixi
NMM,Navios Maritime Partners LP,1.93,$284.55M,2007,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/nmm
NERV,"Minerva Neurosciences, Inc",6.7,$284.81M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nerv
BPI,"Bridgepoint Education, Inc.",9.8,$285.06M,2009,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/bpi
ROX,"Castle Brands, Inc.",1.75,$285.59M,2006,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/rox
DQ,DAQO New Energy Corp.,27.15,$285.59M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/dq
DHY,Credit Suisse High Yield Bond Fund,2.855,$285.63M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhy
EOD,Wells Fargo Global Dividend Opportunity Fund,6.31,$286.69M,2007,n/a,n/a,http://www.nasdaq.com/symbol/eod
TNK,Teekay Tankers Ltd.,1.6,$286.76M,2007,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/tnk
TLYS,"Tilly&#39;s, Inc.",9.97,$287.01M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/tlys
TGLS,Tecnoglass Inc.,8.58,$287.33M,2012,Consumer Durables,Electronic Components,http://www.nasdaq.com/symbol/tgls
NUM,Nuveen Michigan Quality Municipal Income Fund,13.81,$287.4M,1991,n/a,n/a,http://www.nasdaq.com/symbol/num
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,15.3,$287.62M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nbh
WATT,Energous Corporation,13.33,$287.82M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/watt
FPI,Farmland Partners Inc.,8.74,$287.97M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpi
CRMT,"America&#39;s Car-Mart, Inc.",38.1,$288.28M,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
NCA,"Nuveen California Municipal Value Fund, Inc.",10.349,$288.64M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nca
EMF,Templeton Emerging Markets Fund,16.03,$288.69M,1987,n/a,n/a,http://www.nasdaq.com/symbol/emf
PBNC,Paragon Commercial Corporation,52.92,$288.87M,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/pbnc
TBNK,Territorial Bancorp Inc.,29.44,$289.41M,2009,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tbnk
ILMN,"Illumina, Inc.",199.23,$29.09B,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn
OCRX,"Ocera Therapeutics, Inc.",1.1,$29.16M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocrx
LOV,"Spark Networks, Inc.",0.91,$29.21M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lov
SRE,Sempra Energy,116.73,$29.31B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/sre
SPI,"SPI Energy Co., Ltd.",0.457,$29.32M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spi
RWLK,ReWalk Robotics Ltd,1.35,$29.36M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
MOC,Command Security Corporation,3,$29.38M,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/moc
GOODO,Gladstone Commercial Corporation,25.5924,$29.43M,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/goodo
INUV,"Inuvo, Inc",1.03,$29.4M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/inuv
MNST,Monster Beverage Corporation,52.03,$29.54B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mnst
GLBZ,Glen Burnie Bancorp,10.5899,$29.55M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/glbz
VLO,Valero Energy Corporation,66.93,$29.56B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/vlo
TPIV,TapImmune Inc.,2.91,$29.56M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tpiv
CTRP,"Ctrip.com International, Ltd.",57.71,$29.62B,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
FIS,"Fidelity National Information Services, Inc.",89.39,$29.71B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fis
CHEK,Check-Cap Ltd.,1.75,$29.71M,2015,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/chek
FSBC,"FSB Bancorp, Inc.",15.3,$29.71M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsbc
WIT,Wipro Limited,6.15,$29.76B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/wit
ZTS,Zoetis Inc.,60.81,$29.85B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zts
ONVI,"Onvia, Inc.",4.15,$29.93M,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/onvi
GYRO,"Gyrodyne , LLC",20.2,$29.95M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/gyro
MTRX,Matrix Service Company,10.4,$290.04M,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx
HBCP,"Home Bancorp, Inc.",39.33,$290.09M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hbcp
PHT,Pioneer High Income Trust,9.93,$290.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pht
BFIN,BankFinancial Corporation,16,$290.84M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
COLL,"Collegium Pharmaceutical, Inc.",9.89,$291.35M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll
BELFA,Bel Fuse Inc.,24.25,$292.06M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BPOPN,"Popular, Inc.",24.35,$292.2M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopn
TRHC,"Tabula Rasa HealthCare, Inc.",16.99,$292.59M,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/trhc
ODC,Oil-Dri Corporation Of America,40.1,$292.59M,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/odc
TREC,Trecora Resources,12.05,$292.82M,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/trec
HTF,Horizon Technology Finance Corporation,25.43,$292.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/htf
PERY,Perry Ellis International Inc.,18.7,$293.31M,1993,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pery
RYI,Ryerson Holding Corporation,7.9,$293.7M,2014,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ryi
PHD,Pioneer Floating Rate Trust,11.89,$294.14M,2004,n/a,n/a,http://www.nasdaq.com/symbol/phd
IDE,"Voya Infrastructure, Industrials and Materials Fund",15.26,$294.19M,2010,n/a,n/a,http://www.nasdaq.com/symbol/ide
HLIT,Harmonic Inc.,3.65,$294.44M,1995,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/hlit
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",13.95,$294.73M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
PME,Pingtan Marine Enterprise Ltd.,3.73,$294.88M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pme
HIBB,"Hibbett Sports, Inc.",14.2,$294.88M,1996,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hibb
JHA,Nuveen High Income 2020 Target Term Fund,10.06,$295.19M,2015,n/a,n/a,http://www.nasdaq.com/symbol/jha
IMH,"Impac Mortgage Holdings, Inc.",14.14,$295.28M,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/imh
EVI,"EnviroStarm, Inc.",28.45,$295M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evi
MLR,"Miller Industries, Inc.",26.1,$296.29M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr
CLXT,"Calyxt, Inc.",11.14,$296.32M,2017,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/clxt
CECE,CECO Environmental Corp.,8.57,$296.53M,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cece
VPV,Invesco Pennsylvania Value Municipal Income Trust,12.45,$296.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vpv
NEWT,Newtek Business Services Corp.,17.02,$296.81M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/newt
JASO,"JA Solar Holdings, Co., Ltd.",6.24,$296.84M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
METC,"Ramaco Resources, Inc.",7.6,$296.88M,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/metc
KOPN,Kopin Corporation,3.95,$297.02M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
RFDI,First Trust RiverFront Dynamic Developed International ETF,62.09,$298.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfdi
MRUS,Merus N.V.,15.39,$298.45M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrus
FFA,First Trust,14.98,$299.2M,2004,n/a,n/a,http://www.nasdaq.com/symbol/ffa
WNEB,"Western New England Bancorp, Inc.",9.65,$299.83M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wneb
INOV,"Inovalon Holdings, Inc.",13.7,$2B,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/inov
CCOI,"Cogent Communications Holdings, Inc.",43.6,$2B,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ccoi
VCLT,Vanguard Long-Term Corporate Bond ETF,93.21,$2B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vclt
RNLC,First Trust Large Cap US Equity Select ETF,20.04,$2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnlc
SBGL,Sibanye Gold Limited,5.67,$3.01B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/sbgl
NTCT,"NetScout Systems, Inc.",33.6,$3.01B,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/ntct
SIGI,"Selective Insurance Group, Inc.",51.65,$3.01B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
AVXS,"AveXis, Inc.",94.33,$3.01B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs
CXW,"CoreCivic, Inc.",25.52,$3.02B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxw
VIRT,"Virtu Financial, Inc.",16.25,$3.04B,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/virt
STL,Sterling Bancorp,22.4,$3.04B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stl
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,69.69,$3.04B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/saic
ENLC,"EnLink Midstream, LLC",16.9,$3.05B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/enlc
NYT,New York Times Company (The),18.85,$3.05B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/nyt
BDC,Belden Inc,72.11,$3.05B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
EVR,Evercore Partners Inc,77.7,$3.05B,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr
YLCO,Global X Yieldco Index ETF,12.2101,$3.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ylco
IBA,"Industrias Bachoco, S.A. de C.V.",61.14,$3.06B,1997,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/iba
CLH,"Clean Harbors, Inc.",53.75,$3.07B,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/clh
ATOS,Atossa Genetics Inc.,0.36,$3.07M,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
SRET,Global X SuperDividend REIT ETF,15.325,$3.07M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sret
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,22.47,$3.08B,2013,n/a,n/a,http://www.nasdaq.com/symbol/pci
STN,Stantec Inc,27.1,$3.08B,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/stn
NAV,Navistar International Corporation,31.4,$3.08B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/nav
LEXEB,"Liberty Expedia Holdings, Inc.",53.7239,$3.08B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexeb
VLY,Valley National Bancorp,11.69,$3.09B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/vly
LEXEA,"Liberty Expedia Holdings, Inc.",53.92,$3.09B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/lexea
LIVN,LivaNova PLC,64.09,$3.09B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn
BGNE,"BeiGene, Ltd.",77.3,$3.09B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne
FGEN,"FibroGen, Inc",43.65,$3.11B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fgen
CMD,Cantel Medical Corp.,74.66,$3.11B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cmd
PODD,Insulet Corporation,53.8,$3.12B,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
NHI,"National Health Investors, Inc.",76.06,$3.12B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi
CHE,Chemed Corp.,195.35,$3.12B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/che
UDBI,Legg Mason US Diversified Core ETF,30.02,$3.12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/udbi
RPAI,"Retail Properties of America, Inc.",13.56,$3.13B,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpai
JUNO,"Juno Therapeutics, Inc.",29.4,$3.13B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
SGMS,Scientific Games Corp,35,$3.13B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
ENS,Enersys,72.36,$3.14B,2004,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ens
SAFM,"Sanderson Farms, Inc.",137.92,$3.14B,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
BVN,Buenaventura Mining Company Inc.,12.4,$3.15B,1996,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bvn
SUM,"Summit Materials, Inc.",29.33,$3.15B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/sum
LHO,LaSalle Hotel Properties,27.89,$3.16B,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lho
CACI,"CACI International, Inc.",129.15,$3.16B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/caci
CEF,Central Fund of Canada Limited,12.56,$3.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cef
DST,"DST Systems, Inc.",51.48,$3.18B,1995,Technology,EDP Services,http://www.nasdaq.com/symbol/dst
FPP,FieldPoint Petroleum Corporation,0.2981,$3.18M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fpp
TDS,"Telephone and Data Systems, Inc.",28.87,$3.19B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tds
SBGI,"Sinclair Broadcast Group, Inc.",31.1,$3.19B,1995,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/sbgi
GNRX,VanEck Vectors Generic Drugs ETF,21.25,$3.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnrx
FIG,Fortress Investment Group LLC,7.99,$3.1B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/fig
NVG,Nuveen AMT-Free Municipal Credit Income Fund,15.3,$3.1B,2002,n/a,n/a,http://www.nasdaq.com/symbol/nvg
FULT,Fulton Financial Corporation,17.7,$3.1B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fult
OUT,OUTFRONT Media Inc.,22.37,$3.1B,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/out
IMUC,"ImmunoCellular Therapeutics, Ltd.",0.3001,$3.1M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imuc
CTX,Qwest Corporation,25.6,$3.21B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctx
WOR,"Worthington Industries, Inc.",50.69,$3.21B,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/wor
SAGE,"Sage Therapeutics, Inc.",85.67,$3.21B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
PAGP,"Plains Group Holdings, L.P.",20.97,$3.22B,2013,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/pagp
HCM,Hutchison China MediTech Limited,26.47,$3.22B,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hcm
JELD,"JELD-WEN Holding, Inc.",30.73,$3.22B,2017,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/jeld
OFC,Corporate Office Properties Trust,32.4,$3.22B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ofc
ANAT,American National Insurance Company,119.72,$3.22B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/anat
OPHC,"OptimumBank Holdings, Inc.",2.92,$3.22M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ophc
HRG,"HRG Group, Inc.",16.1,$3.23B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hrg
ILG,"ILG, Inc",25.89,$3.23B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ilg
CBT,Cabot Corporation,51.93,$3.23B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cbt
NUVA,"NuVasive, Inc.",63.6,$3.23B,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nuva
DOC,Physicians Realty Trust,18.07,$3.24B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/doc
SFM,"Sprouts Farmers Market, Inc.",23.89,$3.24B,2013,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/sfm
RP,"RealPage, Inc.",39.15,$3.24B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
ZNGA,Zynga Inc.,3.76,$3.25B,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/znga
RIG,Transocean Ltd.,8.32,$3.25B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rig
MCY,Mercury General Corporation,58.77,$3.25B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy
B,"Barnes Group, Inc.",60.44,$3.25B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CRTO,Criteo S.A.,50,$3.26B,2013,Technology,Advertising,http://www.nasdaq.com/symbol/crto
BANF,BancFirst Corporation,51.25,$3.26B,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
TPX,"Tempur Sealy International, Inc.",60.45,$3.26B,2003,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tpx
SXT,Sensient Technologies Corporation,74.3,$3.26B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/sxt
SLAB,"Silicon Laboratories, Inc.",76.6,$3.26B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/slab
IDTI,"Integrated Device Technology, Inc.",24.51,$3.27B,1984,Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
GHC,Graham Holdings Company,586.85,$3.28B,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ghc
NUS,"Nu Skin Enterprises, Inc.",62.15,$3.29B,1996,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/nus
DNP,"Duff & Phelps Utilities Income, Inc.",11.19,$3.2B,1987,n/a,n/a,http://www.nasdaq.com/symbol/dnp
BSM,"Black Stone Minerals, L.P.",16.35,$3.2B,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bsm
GEO,Geo Group Inc (The),26.66,$3.31B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/geo
FND,"Floor & Decor Holdings, Inc.",35.04,$3.31B,2017,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fnd
AAN,"Aaron&#39;s,  Inc.",45.64,$3.31B,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aan
NTNX,"Nutanix, Inc.",21.91,$3.32B,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ntnx
COTV,"Cotiviti Holdings, Inc.",35.97,$3.32B,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cotv
MOH,Molina Healthcare Inc,58.27,$3.33B,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh
CHFC,Chemical Financial Corporation,46.95,$3.34B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chfc
NSPR,"InspireMD, Inc.",0.45,$3.34M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nspr
KEX,Kirby Corporation,62.05,$3.35B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/kex
LANC,Lancaster Colony Corporation,122.11,$3.35B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
MNGA,MagneGas Corporation,0.4645,$3.35M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
NYLD,"NRG Yield, Inc.",18.3,$3.36B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/nyld
DLX,Deluxe Corporation,69.55,$3.36B,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/dlx
CIG,Comp En De Mn Cemig ADS,2.68,$3.37B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cig
SLGN,Silgan Holdings Inc.,30.54,$3.37B,1997,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/slgn
AVA,Avista Corporation,52.38,$3.37B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava
GFI,Gold Fields Limited,4.12,$3.38B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gfi
MBFI,MB Financial Inc.,40.3,$3.38B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
PNM,"PNM Resources, Inc. (Holding Co.)",41.4,$3.3B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnm
GEF,Greif Bros. Corporation,56.06,$3.3B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gef
STPP,iPath US Treasury Steepener ETN,31.7975,$3.3M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/stpp
NORD,"Nord Anglia Education, Inc.",32.77,$3.41B,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nord
USM,United States Cellular Corporation,40.04,$3.41B,1988,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/usm
TCO,"Taubman Centers, Inc.",56.33,$3.42B,1992,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/tco
CHH,"Choice Hotels International, Inc.",60.5,$3.42B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/chh
PTLA,"Portola Pharmaceuticals, Inc.",60.39,$3.44B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptla
TXRH,"Texas Roadhouse, Inc.",48.64,$3.45B,2004,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/txrh
GEL,"Genesis Energy, L.P.",28.23,$3.46B,1996,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/gel
HGV,Hilton Grand Vacations Inc.,34.93,$3.46B,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/hgv
TEX,Terex Corporation,38.75,$3.46B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/tex
TKR,Timken Company (The),44.45,$3.46B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/tkr
SF,Stifel Financial Corporation,50.54,$3.46B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sf
UMBF,UMB Financial Corporation,69.12,$3.46B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/umbf
BSPM,"Biostar Pharmaceuticals, Inc.",1.3,$3.46M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bspm
FTXR,First Trust Nasdaq Transportation ETF,23.045,$3.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxr
CNDT,Conduent Incorporated,16.58,$3.47B,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cndt
CLVS,"Clovis Oncology, Inc.",70.98,$3.47B,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs
JOBS,"51job, Inc.",56.62,$3.48B,2004,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/jobs
ASB,Associated Banc-Corp,23.05,$3.49B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb
UBSI,"United Bankshares, Inc.",33.3,$3.49B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ubsi
INXN,InterXion Holding N.V.,49.17,$3.49B,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inxn
YELP,Yelp Inc.,41.55,$3.4B,2012,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/yelp
LSI,"Life Storage, Inc.",72.97,$3.4B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lsi
VMI,"Valmont Industries, Inc.",150.45,$3.4B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/vmi
ICUI,"ICU Medical, Inc.",171.75,$3.4B,1992,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
SHO,"Sunstone Hotel Investors, Inc.",15.56,$3.51B,2004,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/sho
